month,platform,category,represented_sors,automated_detection_numerator,automated_detection_rate,fully_automated_decision_numerator,fully_automated_decision_rate,any_automated_decision_numerator,decision_with_any_automation_rate
2025-12,TikTok,STATEMENT_CATEGORY_DATA_PROTECTION_AND_PRIVACY_VIOLATIONS,88232,81898,0.92821199,81677,0.92570723,81677,0.92570723
2025-12,TikTok,STATEMENT_CATEGORY_PROTECTION_OF_MINORS,312521,256495,0.82072885,104096,0.33308482,104120,0.33316161
2025-12,TikTok,STATEMENT_CATEGORY_UNSAFE_AND_PROHIBITED_PRODUCTS,362,2,0.00552486,2,0.00552486,2,0.00552486
2025-12,TikTok,STATEMENT_CATEGORY_INTELLECTUAL_PROPERTY_INFRINGEMENTS,48379,26177,0.54108187,37950,0.78443126,37969,0.78482399
2025-12,TikTok,STATEMENT_CATEGORY_SELF_HARM,29646,27212,0.91789786,13897,0.46876476,13897,0.46876476
2025-12,TikTok,STATEMENT_CATEGORY_ANIMAL_WELFARE,11808,11049,0.93572154,8487,0.71875,8487,0.71875
2025-12,TikTok,STATEMENT_CATEGORY_RISK_FOR_PUBLIC_SECURITY,186,0,0.0,0,0.0,0,0.0
2025-12,TikTok,STATEMENT_CATEGORY_CYBER_VIOLENCE,1087,0,0.0,0,0.0,0,0.0
2025-12,YouTube,STATEMENT_CATEGORY_OTHER_VIOLATION_TC,2830732,2804581,0.99076175,2489091,0.87931002,2774526,0.98014436
2025-12,YouTube,STATEMENT_CATEGORY_SCAMS_AND_FRAUD,3081107,3079118,0.99935445,6658,0.00216091,9717,0.00315374
2025-12,YouTube,STATEMENT_CATEGORY_ILLEGAL_OR_HARMFUL_SPEECH,3655,3577,0.97865937,4,0.00109439,3388,0.92694938
2025-12,YouTube,STATEMENT_CATEGORY_NEGATIVE_EFFECTS_ON_CIVIC_DISCOURSE_OR_ELECTIONS,8570,8508,0.99276546,4264,0.49754959,4264,0.49754959
2025-12,YouTube,STATEMENT_CATEGORY_VIOLENCE,2468,2395,0.97042139,445,0.18030794,445,0.18030794
2025-12,YouTube,STATEMENT_CATEGORY_DATA_PROTECTION_AND_PRIVACY_VIOLATIONS,7858,5091,0.64787478,0,0.0,5091,0.64787478
2025-12,YouTube,STATEMENT_CATEGORY_PROTECTION_OF_MINORS,73732,73730,0.99997287,0,0.0,73730,0.99997287
2025-12,YouTube,STATEMENT_CATEGORY_CONSUMER_INFORMATION,441932,432564,0.97880217,324640,0.73459265,324640,0.73459265
2025-12,YouTube,STATEMENT_CATEGORY_UNSAFE_AND_PROHIBITED_PRODUCTS,473643,466742,0.98542995,448444,0.94679748,448444,0.94679748
2025-12,YouTube,STATEMENT_CATEGORY_INTELLECTUAL_PROPERTY_INFRINGEMENTS,31500,4788,0.152,8,0.00025397,22816,0.72431746
2025-12,YouTube,STATEMENT_CATEGORY_ANIMAL_WELFARE,5,5,1.0,0,0.0,0,0.0
2025-12,YouTube,STATEMENT_CATEGORY_RISK_FOR_PUBLIC_SECURITY,322,9,0.02795031,0,0.0,0,0.0
2025-12,YouTube,STATEMENT_CATEGORY_CYBER_VIOLENCE,94,0,0.0,0,0.0,0,0.0
2025-12,Instagram,STATEMENT_CATEGORY_OTHER_VIOLATION_TC,2104974,1773395,0.84247834,0,0.0,1773395,0.84247834
2025-12,Instagram,STATEMENT_CATEGORY_SCAMS_AND_FRAUD,4896245,4880025,0.99668726,0,0.0,4880025,0.99668726
2025-12,Instagram,STATEMENT_CATEGORY_ILLEGAL_OR_HARMFUL_SPEECH,36985,27763,0.75065567,0,0.0,27763,0.75065567
2025-12,Instagram,STATEMENT_CATEGORY_VIOLENCE,127588,116424,0.91249961,0,0.0,116424,0.91249961
2025-12,Instagram,STATEMENT_CATEGORY_DATA_PROTECTION_AND_PRIVACY_VIOLATIONS,848158,847227,0.99890233,0,0.0,847227,0.99890233
2025-12,Instagram,STATEMENT_CATEGORY_PROTECTION_OF_MINORS,146727,131090,0.89342793,0,0.0,131090,0.89342793
2025-12,Instagram,STATEMENT_CATEGORY_UNSAFE_AND_PROHIBITED_PRODUCTS,29275,22019,0.75214347,0,0.0,22019,0.75214347
2025-12,Instagram,STATEMENT_CATEGORY_INTELLECTUAL_PROPERTY_INFRINGEMENTS,25589,9322,0.36429716,0,0.0,9322,0.36429716
2025-12,Instagram,STATEMENT_CATEGORY_SELF_HARM,16288,12271,0.75337672,0,0.0,12271,0.75337672
2025-12,Instagram,STATEMENT_CATEGORY_CYBER_VIOLENCE,11333,8517,0.7515221,0,0.0,8517,0.7515221
2026-01,TikTok,STATEMENT_CATEGORY_OTHER_VIOLATION_TC,91510993,88715201,0.96944857,85654505,0.93600236,85655956,0.93601821
2026-01,TikTok,STATEMENT_CATEGORY_SCAMS_AND_FRAUD,2591471,2350043,0.90683747,2130026,0.82193704,2130321,0.82205087
2026-01,TikTok,STATEMENT_CATEGORY_ILLEGAL_OR_HARMFUL_SPEECH,15141396,14577630,0.96276658,13584548,0.89717936,13584583,0.89718167
2026-01,TikTok,STATEMENT_CATEGORY_NEGATIVE_EFFECTS_ON_CIVIC_DISCOURSE_OR_ELECTIONS,5819337,5747954,0.98773348,5703754,0.98013812,5703754,0.98013812
2026-01,TikTok,STATEMENT_CATEGORY_VIOLENCE,2762621,2678698,0.96962196,2576277,0.93254811,2576289,0.93255246
2026-01,TikTok,STATEMENT_CATEGORY_DATA_PROTECTION_AND_PRIVACY_VIOLATIONS,479861,460670,0.96000717,459515,0.95760022,459515,0.95760022
2026-01,TikTok,STATEMENT_CATEGORY_PROTECTION_OF_MINORS,1728129,1492040,0.86338462,661905,0.38301828,662025,0.38308772
2026-01,TikTok,STATEMENT_CATEGORY_UNSAFE_AND_PROHIBITED_PRODUCTS,1091,105,0.09624198,98,0.08982585,98,0.08982585
2026-01,TikTok,STATEMENT_CATEGORY_INTELLECTUAL_PROPERTY_INFRINGEMENTS,290211,196746,0.67794122,245740,0.84676322,246067,0.84788998
2026-01,TikTok,STATEMENT_CATEGORY_SELF_HARM,165088,149031,0.90273672,103363,0.6261085,103363,0.6261085
2026-01,TikTok,STATEMENT_CATEGORY_ANIMAL_WELFARE,75313,71673,0.95166837,59208,0.7861591,59208,0.7861591
2026-01,TikTok,STATEMENT_CATEGORY_RISK_FOR_PUBLIC_SECURITY,542,2,0.00369004,0,0.0,0,0.0
2026-01,TikTok,STATEMENT_CATEGORY_CYBER_VIOLENCE,2353,4,0.00169996,0,0.0,0,0.0
2026-01,YouTube,STATEMENT_CATEGORY_OTHER_VIOLATION_TC,2992473,2964603,0.99068663,2574075,0.8601832,2930234,0.97920148
2026-01,YouTube,STATEMENT_CATEGORY_SCAMS_AND_FRAUD,3078340,3074335,0.99869897,6560,0.00213102,7588,0.00246496
2026-01,YouTube,STATEMENT_CATEGORY_ILLEGAL_OR_HARMFUL_SPEECH,3190,3034,0.95109718,2,0.00062696,3004,0.94169279
2026-01,YouTube,STATEMENT_CATEGORY_NEGATIVE_EFFECTS_ON_CIVIC_DISCOURSE_OR_ELECTIONS,10440,10403,0.99645594,2845,0.27250958,2845,0.27250958
2026-01,YouTube,STATEMENT_CATEGORY_VIOLENCE,1275,1172,0.91921569,394,0.30901961,394,0.30901961
2026-01,YouTube,STATEMENT_CATEGORY_DATA_PROTECTION_AND_PRIVACY_VIOLATIONS,10503,7142,0.67999619,0,0.0,7142,0.67999619
2026-01,YouTube,STATEMENT_CATEGORY_PROTECTION_OF_MINORS,72270,72260,0.99986163,0,0.0,72260,0.99986163
2026-01,YouTube,STATEMENT_CATEGORY_CONSUMER_INFORMATION,397859,382899,0.96239874,227649,0.57218512,227649,0.57218512
2026-01,YouTube,STATEMENT_CATEGORY_UNSAFE_AND_PROHIBITED_PRODUCTS,399989,390031,0.97510432,372825,0.93208813,372825,0.93208813
2026-01,YouTube,STATEMENT_CATEGORY_INTELLECTUAL_PROPERTY_INFRINGEMENTS,61481,9211,0.14981864,8,0.00013012,25190,0.40972008
2026-01,YouTube,STATEMENT_CATEGORY_ANIMAL_WELFARE,10,0,0.0,0,0.0,0,0.0
2026-01,YouTube,STATEMENT_CATEGORY_RISK_FOR_PUBLIC_SECURITY,140,10,0.07142857,0,0.0,0,0.0
2026-01,YouTube,STATEMENT_CATEGORY_CYBER_VIOLENCE,88,0,0.0,0,0.0,0,0.0
2026-01,Instagram,STATEMENT_CATEGORY_OTHER_VIOLATION_TC,2379786,2091964,0.87905551,0,0.0,2091964,0.87905551
2026-01,Instagram,STATEMENT_CATEGORY_SCAMS_AND_FRAUD,4522716,4506863,0.99649481,0,0.0,4506863,0.99649481
2026-01,Instagram,STATEMENT_CATEGORY_ILLEGAL_OR_HARMFUL_SPEECH,35485,31269,0.88118923,0,0.0,31269,0.88118923
2026-01,Instagram,STATEMENT_CATEGORY_NEGATIVE_EFFECTS_ON_CIVIC_DISCOURSE_OR_ELECTIONS,2,0,0.0,0,0.0,0,0.0
2026-01,Instagram,STATEMENT_CATEGORY_VIOLENCE,104863,91674,0.87422637,0,0.0,91674,0.87422637
2026-01,Instagram,STATEMENT_CATEGORY_DATA_PROTECTION_AND_PRIVACY_VIOLATIONS,727788,724351,0.99527747,0,0.0,724351,0.99527747
2026-01,Instagram,STATEMENT_CATEGORY_PROTECTION_OF_MINORS,132600,119623,0.90213424,0,0.0,119623,0.90213424
2026-01,Instagram,STATEMENT_CATEGORY_UNSAFE_AND_PROHIBITED_PRODUCTS,24399,18034,0.73912865,0,0.0,18034,0.73912865
2026-01,Instagram,STATEMENT_CATEGORY_INTELLECTUAL_PROPERTY_INFRINGEMENTS,29078,10314,0.35470115,0,0.0,10314,0.35470115
2026-01,Instagram,STATEMENT_CATEGORY_SELF_HARM,33917,29984,0.88404045,0,0.0,29984,0.88404045
2026-01,Instagram,STATEMENT_CATEGORY_CYBER_VIOLENCE,11410,8830,0.77388256,0,0.0,8830,0.77388256
2026-02,TikTok,STATEMENT_CATEGORY_OTHER_VIOLATION_TC,57490455,56532670,0.9833401,54379911,0.9458946,54379911,0.9458946
2026-02,TikTok,STATEMENT_CATEGORY_SCAMS_AND_FRAUD,1854605,1625377,0.87640064,1541331,0.83108317,1541331,0.83108317
2026-02,TikTok,STATEMENT_CATEGORY_ILLEGAL_OR_HARMFUL_SPEECH,9952997,9593682,0.96389881,8060614,0.80986802,8060614,0.80986802
2026-02,TikTok,STATEMENT_CATEGORY_NEGATIVE_EFFECTS_ON_CIVIC_DISCOURSE_OR_ELECTIONS,169359,160990,0.95058426,139127,0.82149162,139127,0.82149162
2026-02,TikTok,STATEMENT_CATEGORY_VIOLENCE,1667854,1607467,0.96379359,1559985,0.93532467,1559985,0.93532467
2026-02,TikTok,STATEMENT_CATEGORY_DATA_PROTECTION_AND_PRIVACY_VIOLATIONS,149254,137802,0.92327174,137441,0.92085304,137441,0.92085304
2026-02,TikTok,STATEMENT_CATEGORY_PROTECTION_OF_MINORS,669111,541286,0.80896294,202926,0.30327703,202926,0.30327703
2026-02,TikTok,STATEMENT_CATEGORY_UNSAFE_AND_PROHIBITED_PRODUCTS,617,0,0.0,0,0.0,0,0.0
2026-02,TikTok,STATEMENT_CATEGORY_INTELLECTUAL_PROPERTY_INFRINGEMENTS,42922,1527,0.03557616,28988,0.67536461,28988,0.67536461
2026-02,TikTok,STATEMENT_CATEGORY_SELF_HARM,117743,99426,0.84443237,88663,0.75302141,88663,0.75302141
2026-02,TikTok,STATEMENT_CATEGORY_ANIMAL_WELFARE,34094,32096,0.94139731,28465,0.83489764,28465,0.83489764
2026-02,TikTok,STATEMENT_CATEGORY_RISK_FOR_PUBLIC_SECURITY,353,1,0.00283286,0,0.0,0,0.0
2026-02,TikTok,STATEMENT_CATEGORY_CYBER_VIOLENCE,1378,3,0.00217707,0,0.0,0,0.0
2026-02,YouTube,STATEMENT_CATEGORY_OTHER_VIOLATION_TC,2352951,2326516,0.98876517,2074409,0.88162014,2274655,0.96672434
2026-02,YouTube,STATEMENT_CATEGORY_SCAMS_AND_FRAUD,1113279,1112377,0.99918978,4581,0.00411487,5250,0.0047158
2026-02,YouTube,STATEMENT_CATEGORY_ILLEGAL_OR_HARMFUL_SPEECH,3739,3642,0.97405723,0,0.0,3609,0.96523135
2026-02,YouTube,STATEMENT_CATEGORY_NEGATIVE_EFFECTS_ON_CIVIC_DISCOURSE_OR_ELECTIONS,8156,8121,0.99570868,2762,0.3386464,2762,0.3386464
2026-02,YouTube,STATEMENT_CATEGORY_VIOLENCE,1313,1225,0.93297791,428,0.32597106,428,0.32597106
2026-02,YouTube,STATEMENT_CATEGORY_DATA_PROTECTION_AND_PRIVACY_VIOLATIONS,9561,6443,0.67388348,0,0.0,6437,0.67325594
2026-02,YouTube,STATEMENT_CATEGORY_PROTECTION_OF_MINORS,72287,72278,0.9998755,159,0.00219957,72126,0.99777277
2026-02,YouTube,STATEMENT_CATEGORY_CONSUMER_INFORMATION,231401,215017,0.9291965,136483,0.58981163,136483,0.58981163
2026-02,YouTube,STATEMENT_CATEGORY_UNSAFE_AND_PROHIBITED_PRODUCTS,261425,250870,0.95962513,235843,0.90214402,235843,0.90214402
2026-02,YouTube,STATEMENT_CATEGORY_INTELLECTUAL_PROPERTY_INFRINGEMENTS,31728,1999,0.06300429,7,0.00022063,24573,0.77448941
2026-02,YouTube,STATEMENT_CATEGORY_ANIMAL_WELFARE,6,3,0.5,0,0.0,0,0.0
2026-02,YouTube,STATEMENT_CATEGORY_RISK_FOR_PUBLIC_SECURITY,243,5,0.02057613,0,0.0,0,0.0
2026-02,YouTube,STATEMENT_CATEGORY_CYBER_VIOLENCE,61,0,0.0,0,0.0,0,0.0
2026-02,Instagram,STATEMENT_CATEGORY_OTHER_VIOLATION_TC,2346031,2121553,0.90431584,0,0.0,2121553,0.90431584
2026-02,Instagram,STATEMENT_CATEGORY_SCAMS_AND_FRAUD,4624634,4609226,0.99666828,0,0.0,4609226,0.99666828
2026-02,Instagram,STATEMENT_CATEGORY_ILLEGAL_OR_HARMFUL_SPEECH,41985,37736,0.89879719,0,0.0,37736,0.89879719
2026-02,Instagram,STATEMENT_CATEGORY_NEGATIVE_EFFECTS_ON_CIVIC_DISCOURSE_OR_ELECTIONS,2,1,0.5,0,0.0,1,0.5
2026-02,Instagram,STATEMENT_CATEGORY_VIOLENCE,97699,84291,0.86276216,0,0.0,84291,0.86276216
2026-02,Instagram,STATEMENT_CATEGORY_DATA_PROTECTION_AND_PRIVACY_VIOLATIONS,430648,428457,0.99491232,0,0.0,428457,0.99491232
2026-02,Instagram,STATEMENT_CATEGORY_PROTECTION_OF_MINORS,122542,110290,0.90001795,0,0.0,110290,0.90001795
2026-02,Instagram,STATEMENT_CATEGORY_UNSAFE_AND_PROHIBITED_PRODUCTS,20253,13484,0.66577791,0,0.0,13484,0.66577791
2026-02,Instagram,STATEMENT_CATEGORY_INTELLECTUAL_PROPERTY_INFRINGEMENTS,27593,10149,0.36781068,0,0.0,10149,0.36781068
2026-02,Instagram,STATEMENT_CATEGORY_SELF_HARM,17034,12786,0.75061641,0,0.0,12786,0.75061641
2026-02,Instagram,STATEMENT_CATEGORY_CYBER_VIOLENCE,9635,7619,0.79076284,0,0.0,7619,0.79076284
2026-03,TikTok,STATEMENT_CATEGORY_OTHER_VIOLATION_TC,33660313,32942967,0.97868867,32121091,0.9542719,32121091,0.9542719
2026-03,TikTok,STATEMENT_CATEGORY_SCAMS_AND_FRAUD,1212632,1045427,0.86211398,1008775,0.83188882,1008775,0.83188882
2026-03,TikTok,STATEMENT_CATEGORY_ILLEGAL_OR_HARMFUL_SPEECH,4704613,4496929,0.95585524,3803545,0.80847139,3803545,0.80847139
2026-03,TikTok,STATEMENT_CATEGORY_NEGATIVE_EFFECTS_ON_CIVIC_DISCOURSE_OR_ELECTIONS,89737,85086,0.94817077,64947,0.72374829,64947,0.72374829
2026-03,TikTok,STATEMENT_CATEGORY_VIOLENCE,914807,875063,0.95655477,834609,0.91233342,834609,0.91233342
2026-03,TikTok,STATEMENT_CATEGORY_DATA_PROTECTION_AND_PRIVACY_VIOLATIONS,141159,132845,0.94110188,132565,0.9391183,132565,0.9391183
2026-03,TikTok,STATEMENT_CATEGORY_PROTECTION_OF_MINORS,276191,213012,0.77124888,81206,0.29402117,81206,0.29402117
2026-03,TikTok,STATEMENT_CATEGORY_UNSAFE_AND_PROHIBITED_PRODUCTS,598,0,0.0,0,0.0,0,0.0
2026-03,TikTok,STATEMENT_CATEGORY_INTELLECTUAL_PROPERTY_INFRINGEMENTS,55597,551,0.00991061,20974,0.37725057,20974,0.37725057
2026-03,TikTok,STATEMENT_CATEGORY_SELF_HARM,97407,83445,0.85666328,65972,0.67728192,65972,0.67728192
2026-03,TikTok,STATEMENT_CATEGORY_ANIMAL_WELFARE,18183,16490,0.90689105,14900,0.81944674,14900,0.81944674
2026-03,TikTok,STATEMENT_CATEGORY_RISK_FOR_PUBLIC_SECURITY,302,0,0.0,0,0.0,0,0.0
2026-03,TikTok,STATEMENT_CATEGORY_CYBER_VIOLENCE,896,0,0.0,0,0.0,0,0.0
2026-03,YouTube,STATEMENT_CATEGORY_OTHER_VIOLATION_TC,3012300,2983349,0.99038907,2514944,0.83489161,2737242,0.90868838
2026-03,YouTube,STATEMENT_CATEGORY_SCAMS_AND_FRAUD,1086399,1082277,0.99620581,2715,0.00249908,4853,0.00446705
2026-03,YouTube,STATEMENT_CATEGORY_ILLEGAL_OR_HARMFUL_SPEECH,4399,4291,0.97544897,0,0.0,4265,0.96953853
2026-03,YouTube,STATEMENT_CATEGORY_NEGATIVE_EFFECTS_ON_CIVIC_DISCOURSE_OR_ELECTIONS,680025,679956,0.99989853,4153,0.00610713,4153,0.00610713
2026-03,YouTube,STATEMENT_CATEGORY_VIOLENCE,2197,2068,0.94128357,977,0.44469731,977,0.44469731
2026-03,YouTube,STATEMENT_CATEGORY_DATA_PROTECTION_AND_PRIVACY_VIOLATIONS,9746,7027,0.72101375,0,0.0,7025,0.72080854
2026-03,YouTube,STATEMENT_CATEGORY_PROTECTION_OF_MINORS,80814,80810,0.9999505,0,0.0,80810,0.9999505
2026-03,YouTube,STATEMENT_CATEGORY_CONSUMER_INFORMATION,686010,676223,0.98573344,436555,0.63636827,436555,0.63636827
2026-03,YouTube,STATEMENT_CATEGORY_UNSAFE_AND_PROHIBITED_PRODUCTS,312746,304589,0.97391813,282372,0.90287965,282372,0.90287965
2026-03,YouTube,STATEMENT_CATEGORY_INTELLECTUAL_PROPERTY_INFRINGEMENTS,31049,4853,0.15630133,8,0.00025766,23236,0.74836549
2026-03,YouTube,STATEMENT_CATEGORY_ANIMAL_WELFARE,30,28,0.93333333,8,0.26666667,8,0.26666667
2026-03,YouTube,STATEMENT_CATEGORY_RISK_FOR_PUBLIC_SECURITY,229,10,0.04366812,0,0.0,0,0.0
2026-03,YouTube,STATEMENT_CATEGORY_CYBER_VIOLENCE,53,0,0.0,0,0.0,0,0.0
2026-03,Instagram,STATEMENT_CATEGORY_OTHER_VIOLATION_TC,3549062,3300983,0.93010012,0,0.0,3300983,0.93010012
2026-03,Instagram,STATEMENT_CATEGORY_SCAMS_AND_FRAUD,3862763,3844096,0.99516745,0,0.0,3844096,0.99516745
2026-03,Instagram,STATEMENT_CATEGORY_ILLEGAL_OR_HARMFUL_SPEECH,31607,27251,0.86218243,0,0.0,27251,0.86218243
2026-03,Instagram,STATEMENT_CATEGORY_NEGATIVE_EFFECTS_ON_CIVIC_DISCOURSE_OR_ELECTIONS,1755,1753,0.9988604,0,0.0,1753,0.9988604
2026-03,Instagram,STATEMENT_CATEGORY_VIOLENCE,89305,71557,0.80126533,0,0.0,71557,0.80126533
2026-03,Instagram,STATEMENT_CATEGORY_DATA_PROTECTION_AND_PRIVACY_VIOLATIONS,600851,599086,0.9970625,0,0.0,599086,0.9970625
2026-03,Instagram,STATEMENT_CATEGORY_PROTECTION_OF_MINORS,125322,112265,0.89581239,0,0.0,112265,0.89581239
2026-03,Instagram,STATEMENT_CATEGORY_UNSAFE_AND_PROHIBITED_PRODUCTS,17887,11298,0.63163191,0,0.0,11298,0.63163191
2026-03,Instagram,STATEMENT_CATEGORY_INTELLECTUAL_PROPERTY_INFRINGEMENTS,36540,16023,0.43850575,0,0.0,16023,0.43850575
2026-03,Instagram,STATEMENT_CATEGORY_SELF_HARM,19513,15380,0.78819249,0,0.0,15380,0.78819249
2026-03,Instagram,STATEMENT_CATEGORY_RISK_FOR_PUBLIC_SECURITY,23744,16047,0.67583389,0,0.0,16047,0.67583389
2026-03,Instagram,STATEMENT_CATEGORY_CYBER_VIOLENCE,13001,9964,0.76640258,0,0.0,9964,0.76640258
2026-04,TikTok,STATEMENT_CATEGORY_OTHER_VIOLATION_TC,33410427,32903676,0.98483255,32136459,0.96186915,32136459,0.96186915
2026-04,TikTok,STATEMENT_CATEGORY_SCAMS_AND_FRAUD,924332,859922,0.93031725,838794,0.90745966,838794,0.90745966
2026-04,TikTok,STATEMENT_CATEGORY_ILLEGAL_OR_HARMFUL_SPEECH,3762190,3580335,0.95166246,3063297,0.8142324,3063297,0.8142324
2026-04,TikTok,STATEMENT_CATEGORY_NEGATIVE_EFFECTS_ON_CIVIC_DISCOURSE_OR_ELECTIONS,70164,67707,0.96498204,59278,0.84484921,59278,0.84484921
2026-04,TikTok,STATEMENT_CATEGORY_VIOLENCE,896552,862094,0.96156609,794949,0.88667361,794949,0.88667361
2026-04,TikTok,STATEMENT_CATEGORY_DATA_PROTECTION_AND_PRIVACY_VIOLATIONS,187200,180593,0.9647062,180230,0.96276709,180230,0.96276709
2026-04,TikTok,STATEMENT_CATEGORY_PROTECTION_OF_MINORS,246343,196484,0.79760334,76290,0.30969015,76290,0.30969015
2026-04,TikTok,STATEMENT_CATEGORY_UNSAFE_AND_PROHIBITED_PRODUCTS,495,0,0.0,0,0.0,0,0.0
2026-04,TikTok,STATEMENT_CATEGORY_INTELLECTUAL_PROPERTY_INFRINGEMENTS,33404,264,0.00790325,14993,0.44883846,14993,0.44883846
2026-04,TikTok,STATEMENT_CATEGORY_SELF_HARM,103645,92206,0.88963288,72771,0.70211781,72771,0.70211781
2026-04,TikTok,STATEMENT_CATEGORY_ANIMAL_WELFARE,25566,23694,0.92677775,21947,0.85844481,21947,0.85844481
2026-04,TikTok,STATEMENT_CATEGORY_RISK_FOR_PUBLIC_SECURITY,215,7,0.03255814,0,0.0,0,0.0
2026-04,TikTok,STATEMENT_CATEGORY_CYBER_VIOLENCE,915,0,0.0,0,0.0,0,0.0
2026-04,YouTube,STATEMENT_CATEGORY_OTHER_VIOLATION_TC,7254134,7230500,0.996742,6596948,0.90940531,7105288,0.97948122
2026-04,YouTube,STATEMENT_CATEGORY_SCAMS_AND_FRAUD,3110511,3107260,0.99895483,2359,0.0007584,4347,0.00139752
2026-04,YouTube,STATEMENT_CATEGORY_ILLEGAL_OR_HARMFUL_SPEECH,2886,2738,0.94871795,0,0.0,2736,0.94802495
2026-04,YouTube,STATEMENT_CATEGORY_NEGATIVE_EFFECTS_ON_CIVIC_DISCOURSE_OR_ELECTIONS,254312,254280,0.99987417,4958,0.01949574,4958,0.01949574
2026-04,YouTube,STATEMENT_CATEGORY_VIOLENCE,2622,2543,0.96987033,310,0.11823036,310,0.11823036
2026-04,YouTube,STATEMENT_CATEGORY_DATA_PROTECTION_AND_PRIVACY_VIOLATIONS,11845,9264,0.78210215,0,0.0,9261,0.78184888
2026-04,YouTube,STATEMENT_CATEGORY_PROTECTION_OF_MINORS,89029,89025,0.99995507,0,0.0,89025,0.99995507
2026-04,YouTube,STATEMENT_CATEGORY_CONSUMER_INFORMATION,619525,613985,0.99105767,406262,0.65576369,406262,0.65576369
2026-04,YouTube,STATEMENT_CATEGORY_UNSAFE_AND_PROHIBITED_PRODUCTS,346285,340031,0.98193973,324497,0.93708073,324497,0.93708073
2026-04,YouTube,STATEMENT_CATEGORY_INTELLECTUAL_PROPERTY_INFRINGEMENTS,41237,10428,0.2528797,11,0.00026675,27776,0.67356985
2026-04,YouTube,STATEMENT_CATEGORY_ANIMAL_WELFARE,12,9,0.75,0,0.0,0,0.0
2026-04,YouTube,STATEMENT_CATEGORY_RISK_FOR_PUBLIC_SECURITY,121,6,0.04958678,0,0.0,0,0.0
2026-04,YouTube,STATEMENT_CATEGORY_CYBER_VIOLENCE,131,0,0.0,0,0.0,0,0.0
2026-04,Instagram,STATEMENT_CATEGORY_OTHER_VIOLATION_TC,5212184,4940736,0.94792049,0,0.0,4940736,0.94792049
2026-04,Instagram,STATEMENT_CATEGORY_SCAMS_AND_FRAUD,1335278,1306246,0.97825771,0,0.0,1306246,0.97825771
2026-04,Instagram,STATEMENT_CATEGORY_ILLEGAL_OR_HARMFUL_SPEECH,20276,16523,0.81490432,0,0.0,16523,0.81490432
2026-04,Instagram,STATEMENT_CATEGORY_NEGATIVE_EFFECTS_ON_CIVIC_DISCOURSE_OR_ELECTIONS,4228,4227,0.99976348,0,0.0,4227,0.99976348
2026-04,Instagram,STATEMENT_CATEGORY_VIOLENCE,61549,53330,0.86646412,0,0.0,53330,0.86646412
2026-04,Instagram,STATEMENT_CATEGORY_DATA_PROTECTION_AND_PRIVACY_VIOLATIONS,388965,387810,0.99703058,0,0.0,387810,0.99703058
2026-04,Instagram,STATEMENT_CATEGORY_PROTECTION_OF_MINORS,133452,124165,0.93040944,0,0.0,124165,0.93040944
2026-04,Instagram,STATEMENT_CATEGORY_UNSAFE_AND_PROHIBITED_PRODUCTS,17527,11348,0.64745821,0,0.0,11348,0.64745821
2026-04,Instagram,STATEMENT_CATEGORY_INTELLECTUAL_PROPERTY_INFRINGEMENTS,54025,35591,0.6587876,0,0.0,35591,0.6587876
2026-04,Instagram,STATEMENT_CATEGORY_SELF_HARM,18939,14806,0.78177306,0,0.0,14806,0.78177306
2026-04,Instagram,STATEMENT_CATEGORY_RISK_FOR_PUBLIC_SECURITY,90806,72309,0.79630201,0,0.0,72309,0.79630201
2026-04,Instagram,STATEMENT_CATEGORY_CYBER_VIOLENCE,13365,4323,0.32345679,0,0.0,4323,0.32345679
2026-05,TikTok,STATEMENT_CATEGORY_OTHER_VIOLATION_TC,29912148,29532545,0.9873094,28748146,0.96108598,28748146,0.96108598
2026-05,TikTok,STATEMENT_CATEGORY_SCAMS_AND_FRAUD,1065789,1025745,0.96242784,1014171,0.95156827,1014171,0.95156827
2026-05,TikTok,STATEMENT_CATEGORY_ILLEGAL_OR_HARMFUL_SPEECH,4605985,4377736,0.95044513,3802264,0.82550508,3802264,0.82550508
2026-05,TikTok,STATEMENT_CATEGORY_NEGATIVE_EFFECTS_ON_CIVIC_DISCOURSE_OR_ELECTIONS,282592,279481,0.9889912,258340,0.91418016,258340,0.91418016
2026-05,TikTok,STATEMENT_CATEGORY_VIOLENCE,1214062,1171220,0.96471185,1108527,0.91307281,1108527,0.91307281
2026-05,TikTok,STATEMENT_CATEGORY_DATA_PROTECTION_AND_PRIVACY_VIOLATIONS,190559,181381,0.95183644,180789,0.94872979,180789,0.94872979
2026-05,TikTok,STATEMENT_CATEGORY_PROTECTION_OF_MINORS,265789,219217,0.8247783,96332,0.36243787,96332,0.36243787
2026-05,TikTok,STATEMENT_CATEGORY_UNSAFE_AND_PROHIBITED_PRODUCTS,975,0,0.0,0,0.0,0,0.0
2026-05,TikTok,STATEMENT_CATEGORY_INTELLECTUAL_PROPERTY_INFRINGEMENTS,15722,205,0.01303905,7612,0.48416232,7612,0.48416232
2026-05,TikTok,STATEMENT_CATEGORY_SELF_HARM,143184,132279,0.92383926,108007,0.75432311,108007,0.75432311
2026-05,TikTok,STATEMENT_CATEGORY_ANIMAL_WELFARE,29035,27230,0.93783365,24999,0.86099535,24999,0.86099535
